,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
19727,2023,Jeep,Wrangler,11 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19728,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19729,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19730,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19731,2023,Jeep,Wrangler,10 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19732,2023,Jeep,Wrangler,17 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,63170
19733,2023,Jeep,Wrangler,1025 km,SUV,3.6L V6 24V VVT,,4WD,Sarge Green,Black,,,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,52900
19734,2023,Jeep,Grand,20 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,,,,Regular Unleaded,12.3L/100km,9.2L/100km,63230
19735,2023,Jeep,Wrangler,11 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4WD,Sting-Grey,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,63370
19736,2023,Jeep,Wrangler,0 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,63370
19737,2023,Jeep,Wrangler,10 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Silver Zynith,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,63380
19738,2023,Jeep,Wrangler,0 km,SUV,I-4 cyl,8 Speed Automatic,4x4,Bright White,Black,,4,Regular Unleaded,11.5L/100km,9.9L/100km,63475
19739,2023,Jeep,Wrangler,,SUV,3.6L V6 w/eTorque,8 Speed Automatic,4x4,Bright White,Black,5.0,4,Gas,,,63495
19740,2023,Jeep,Wrangler,0 km,SUV,I-4 cyl,8 Speed Automatic,4x4,Hydro Blue Pearl,Black,,4,Premium Unleaded,11.5L/100km,9.9L/100km,63515
19741,2023,Jeep,Wrangler,27 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,,Silver Zynith,Black,,,Regular Unleaded,,,63570
19742,2023,Jeep,Wrangler,15 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,,Silver Zynith,Black,,,Regular Unleaded,,,63570
19743,2023,Jeep,WRANGLER,1017 km,SUV,6cyl,8 Speed Automatic,4x4,Black,Black,,,Regular Unleaded,12.9L - 13.8L/100km,10.1L - 10.2L/100km,58999
19744,2023,Jeep,Wrangler,21 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,,Silver Zynith,Black,,,Regular Unleaded,,,63570
19745,2023,Jeep,Wrangler,0 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Silver Zynith,Black,,,Regular Unleaded,,,63570
19746,2023,Jeep,Wrangler,10 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,,Silver Zynith,Black,,,Regular Unleaded,,,63570
19747,2023,Jeep,Wrangler,10 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,,Sting-Grey,Black,,,Regular Unleaded,,,63570
19748,2023,Jeep,Wrangler,6500 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Sting-Grey,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,63709
19749,2023,Jeep,Wrangler,0 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Black,Black,,4,Electric,11.6L/100km,11.9L/100km,63785
19750,2023,Jeep,Wrangler,9 km,SUV,4 Cylinder Engine,Automatic,4WD,Black,,,,Gas,11.5L/100km,9.9L/100km,63865
19751,2021,Jeep,Gladiator,25009 km,SUV,V6 Cylinder Engine,Automatic,4x4,Black,Black,5.0,4,Gas,13.7L - 14.3L/100km,10.4L - 10.7L/100km,63880
19752,2023,Jeep,Wrangler,0 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Black,Black,,,Regular Unleaded,,,63905
19753,2021,Jeep,Wrangler,20840 km,SUV,4 Cylinder Engine,,4x4,Red,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.1L/100km,50000
19754,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Sarge Green,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,64002
19755,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Sarge Green,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,64002
19756,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Bright White,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,64002
19757,2023,Jeep,Wrangler,500 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Bright White,Black,5.0,4,Gas,12.9L/100km,10.2L/100km,64054
19758,2023,Jeep,Wrangler,28 km,SUV,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Granite Crystal Metallic,Black,,,Regular Unleaded,12.9L - 13.8L/100km,10.1L - 10.2L/100km,64350
19759,2023,Jeep,Wrangler,,SUV,3.6L V6,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,12.9L/100km,10.2L/100km,64395
19760,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Silver Zynith,Black,5.0,4,Gas,,,64402
19761,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Silver Zynith,Black,5.0,4,Gas,,,64402
19762,2023,Jeep,Wrangler,,SUV,3.6L V6 w/eTorque,8 Speed Automatic,4x4,Granite Crystal Metallic,Black,5.0,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,64495
19763,2016,Jeep,Cherokee,115009 km,SUV,V6 Cylinder Engine 3.2L,Automatic,4x4,Deep Cherry Red Crystal Pearl,Black,,4,Gas,12.5L/100km,8.9L/100km,21900
19764,2023,Jeep,Wrangler,16 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Black,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,64715
19765,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Earl,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,65070
19766,2023,Jeep,Wrangler,0 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Silver Zynith,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,65100
19767,2023,Jeep,Grand,18 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Velvet Red Pearl,,,4,Gas,13.0L/100km,9.4L/100km,65130
19768,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Granite Crystal Metallic,Black,5.0,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,65179
19769,2023,Jeep,Wrangler,12 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,65225
19770,2023,Jeep,Wrangler,39 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Black,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,65270
19771,2023,Jeep,Wrangler,16 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Black,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,65270
19772,2023,Jeep,Wrangler,0 km,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4x4,Black,Black,,,Regular Unleaded,12.9L/100km,10.2L/100km,65560
19773,2023,Jeep,Wrangler,5 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,High Velocity,Black,,,Gas,11.5L/100km,9.9L - 10.2L/100km,60510
19774,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Bright White,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,65694
19775,2021,Jeep,Gladiator,26800 km,SUV,V6 Cylinder Engine,,4x4,Sting-Grey,White,5.0,4,Gas,13.7L - 14.3L/100km,10.4L - 10.7L/100km,65880
19776,2023,Jeep,Wrangler,17 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.1L/100km,65998
19777,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,High Velocity,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,66089
19778,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,High Velocity,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,66089
19779,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Silver Zynith,Black,5.0,4,Gas,,,66094
19780,2023,Jeep,Wrangler,100 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Bright White,Black,,4,Gas,11.5L/100km,9.9L/100km,66460
19781,2023,Jeep,Gladiator,,SUV,3.6L V6,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,13.7L - 14.3L/100km,10.4L - 10.7L/100km,66495
19782,2023,Jeep,Wrangler,14 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.1L/100km,66570
19783,2019,Jeep,WRANGLER,45623 km,SUV,4 Cylinder Engine,Automatic,4x4,Black,Black,5.0,4,Gas,,,48999
19784,2023,Jeep,Wrangler,19 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Tan,5.0,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,66665
19785,2023,Jeep,Wrangler,9 km,SUV,V6 Cylinder Engine,Automatic,,Sting-Grey,,,,Gas,,,66765
19786,2023,Jeep,Wrangler,18 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Bright White,,,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,66825
19787,2023,Jeep,Grand,,SUV,3.6L V6,8 Speed Automatic,4x4,Silver Zynith,,7.0,4,Gas,13.0L/100km,9.4L/100km,67000
19788,2023,Jeep,Gladiator,10 km,Truck,3.6L Pentastar VVT V6 w/ESS,,4WD,Black,Black,,,Regular Unleaded,13.7L - 14.3L/100km,10.4L - 10.7L/100km,67060
19789,2023,Jeep,Wrangler,100 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Silver Zynith,Black,,4,Gas,11.5L/100km,9.9L - 10.1L/100km,67065
19790,2023,Jeep,Wrangler,0 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Bright White,Black,,4,Electric,11.6L/100km,11.9L/100km,67075
19791,2023,Jeep,Wrangler,18 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Silver Zynith,Black,,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,67080
19792,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Silver Zynith,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,67080
19793,2014,Jeep,Patriot,141359 km,SUV,2.4,Automatic,FWD,Bright White Clearcoat,Black,,4,Gas,9.0L - 9.8L/100km,7.0L/100km,15985
19794,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Silver Zynith,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,67080
19795,2023,Jeep,Wrangler,18 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Silver Zynith,Black,,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,67080
19796,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Silver Zynith,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,67080
19797,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Silver Zynith,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,67080
19798,2023,Jeep,Wrangler,12 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,8 Speed Automatic,4WD,Sarge Green,,,,Premium Unleaded,11.6L/100km,11.9L/100km,67120
19799,2023,Jeep,Gladiator,18 km,Truck,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Silver Zynith,Black,,4,Gas,13.7L/100km,10.7L/100km,67170
19800,2023,Jeep,Wrangler,9 km,SUV,V6 Cylinder Engine,Automatic,,Silver Zynith,,,,Gas,,,67220
19801,2023,Jeep,Wrangler,13 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Bright White,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.1L/100km,67265
19802,2023,Jeep,Grand,,SUV,3.6L V6,8 Speed Automatic,4x4,Baltic Grey Metallic,,7.0,4,Gas,13.0L/100km,9.4L/100km,67445
19803,2022,Jeep,Grand,7385 km,SUV,6.4L 8cyl,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Blue,,2,Premium Unleaded,18.6L/100km,12.8L/100km,102500
19804,2023,Jeep,Wrangler,,SUV,3.6L v6 w/eTorque,8 Speed Automatic,4x4,Earl,Black,5.0,4,Gas,,,67770
19805,2023,Jeep,Wrangler,0 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Bright White,Black,,4,Gas,11.5L/100km,9.9L/100km,67785
19806,2023,Jeep,Wrangler,0 km,SUV,I-4 cyl,8 Speed Automatic,4x4,Silver Zynith,Black,,4,Premium Unleaded,11.5L/100km,9.9L/100km,67785
19807,2023,Jeep,Wrangler,20 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Hydro Blue Pearl,Black,5.0,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,67789
19808,2023,Jeep,Wrangler,15 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Hydro Blue Pearl,Black,5.0,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,67789
19809,2023,Jeep,Wrangler,19 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Earl,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.1L/100km,67870
19810,2023,Jeep,Wrangler,24 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,67998
19811,2023,Jeep,Wrangler,14 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Sting-Grey,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.1L/100km,68370
19812,2023,Jeep,Wrangler,12 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Silver Zynith,Black,,,Regular Unleaded,,,68380
19813,2021,Jeep,Wrangler,3200 km,,3.6L,8 Speed Automatic,4x4,Grey,Black,,4,Regular Unleaded,,,62994
19814,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,68480
19815,2023,Jeep,Wrangler,,SUV,3.6L v6 w/eTorque,8 Speed Automatic,4x4,Sting-Grey,Black,5.0,4,Gas,13.8L/100km,10.1L/100km,68495
19816,2023,Jeep,Wrangler,0 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Earl,Black,,,Regular Unleaded,,,68515
19817,2023,Jeep,Wrangler,250 km,SUV,2.0L I4 16V GDI DOHC Turbo,Automatic,4x4,Bright White,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,68617
19818,2023,Jeep,Gladiator,0 km,Truck,V6 Cylinder Engine,8 Speed Automatic,4WD,Bright White,Black,,4,Gas,13.7L/100km,10.7L/100km,68745
19819,2023,Jeep,Wrangler,,SUV,3.6L V6 w/eTorque,8 Speed Automatic,4x4,Sting-Grey,Black,5.0,4,Gas,,,68995
19820,2023,Jeep,Wrangler,,SUV,3.6L v6 w/eTorque,8 Speed Automatic,4x4,Silver Zynith,Black,5.0,4,Gas,13.8L/100km,10.1L/100km,68995
19821,2023,Jeep,Wrangler,,SUV,3.6L v6 w/eTorque,8 Speed Automatic,4x4,Earl,Black,5.0,4,Gas,13.8L/100km,10.1L/100km,69095
19822,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Black,Black,5.0,4,Gas,,,69344
19823,2021,Jeep,Wrangler,33305 km,SUV,2.0L I4 DOHC,,4x4,Sarge Green,Black,,,Gas,11.5L/100km,9.9L - 10.1L/100km,43590
19824,2023,Jeep,Wrangler,250 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Bright White,Black,5.0,4,Gas,,,69344
19825,2023,Jeep,Wrangler,,SUV,2.0L I-4 intercooled turbo engine,8 Speed Automatic,4x4,Black,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,69469
19826,2023,Jeep,Wrangler,16 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Black,5.0,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,69783
19827,2023,Jeep,Wrangler,,SUV,3.6L V6 w/eTorque,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,13.8L/100km,10.1L/100km,69995
19828,2023,Jeep,Wrangler,16 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.1L/100km,69998
19829,2023,Jeep,Gladiator,18 km,Truck,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Silver Zynith,Black,,4,Gas,13.7L/100km,10.7L/100km,70210
19830,2018,Jeep,Wrangler,50273 km,SUV,3.6L V6 24V VVT,,4WD,Black,Black,,,Gas,12.8L - 13.7L/100km,9.6L - 10.4L/100km,32788
19831,2016,Jeep,Cherokee,72726 km,SUV,Regular Unleaded I-4 2.4 L/144,Automatic,FWD,True Blue Pearl,Black,5.0,4,Gas,10.9L/100km,7.7L/100km,17498
19832,2023,Jeep,Wrangler,16 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Sarge Green,Black,,,Premium Unleaded,10.7L/100km,9.6L - 10.4L/100km,48988
19833,2023,Jeep,Wrangler,15 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Black,Black,,,Premium Unleaded,11.5L/100km,9.9L - 10.2L/100km,51988
19834,2022,Jeep,Grand,61 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,8 Speed Automatic,4WD,Silver Zynith,,,,Premium Unleaded,10.3L/100km,9.7L/100km,81988
19835,2006,Jeep,Liberty,206025 km,,,Automatic,AWD,Green,,,5 doors,Gasoline,,,4990
19836,2021,Jeep,Wrangler,30231 km,SUV,2.0L Turbo 4 Cylinder,Automatic,4x4,Billet Silver Metallic,Black,5.0,4,Gas,11.5L - 13.8L/100km,9.9L - 10.1L/100km,58875
19837,2022,Jeep,Wrangler,21146 km,SUV,3.6,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62885
19838,2015,Jeep,Compass,142102 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,Bright White,Black,5.0,4,Gas,11.4L/100km,8.7L/100km,14987
19839,2023,Jeep,Grand,18 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Bright White,,,4,Gas,12.3L/100km,9.2L/100km,70425
19840,2023,Jeep,Grand,18 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Bright White,,,4,Gas,12.3L/100km,9.2L/100km,70425
19841,2023,Jeep,Wrangler,9 km,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4x4,Sting-Grey,Black,,,Premium Unleaded,11.5L/100km,9.9L/100km,70475
19842,2023,Jeep,Wrangler,,SUV,2.0L I-4 intercooled turbo engine,8 Speed Automatic,4x4,Black,Black,5.0,4,Premium Unleaded,11.6L/100km,11.9L/100km,70479
19843,2022,Jeep,Grand,1028 km,SUV,6cyl,8 Speed Automatic,4x4,Sting-Grey,Black,,,Regular Unleaded,12.7L/100km,9.6L/100km,50999
19844,2023,Jeep,Gladiator,,SUV,3.6 V6,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,13.7L/100km,10.7L/100km,70495
19845,2023,Jeep,Wrangler,,SUV,3.6L v6 w/eTorque,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,13.8L/100km,10.1L/100km,70495
19846,2023,Jeep,Grand,50 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Silver Zynith,,,4,Gas,12.3L/100km,9.2L/100km,70825
19847,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Silver Zynith,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,70870
19848,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,70870
19849,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Black,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,70870
19850,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,70870
19851,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,Automatic,4x4,Silver Zynith,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,70870
19852,2023,Jeep,Wrangler,0 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,,Bright White,Black,,,Regular Unleaded,,,70875
19853,2022,Jeep,Wrangler,2250 km,SUV,3.6L V6 24V VVT,8 Speed Automatic,4x4,Black,Black,,2,Gas,12.8L - 13.7L/100km,9.6L - 10.4L/100km,47500
19854,2023,Jeep,Wrangler,14 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Bright White,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.1L/100km,70998
19855,2023,Jeep,Gladiator,18 km,Truck,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Sarge Green,Black,,4,Gas,13.7L - 14.3L/100km,10.4L - 10.7L/100km,71165
19856,2023,Jeep,Wrangler,18 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,8 Speed Automatic,4WD,Silver Zynith,,,,Premium Unleaded,11.6L/100km,11.9L/100km,71170
19857,2023,Jeep,Wrangler,26 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,8 Speed Automatic,4WD,Black,,,,Premium Unleaded,11.6L/100km,11.9L/100km,71290
19858,2023,Jeep,Wrangler,15 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,High Velocity,Black,5.0,4,Gas,11.5L/100km,9.9L/100km,71365
19859,2023,Jeep,Wrangler,19 km,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Bright White,Black,5.0,4,Gasoline Hybrid,11.6L/100km,11.9L/100km,71405
19860,2022,Jeep,Grand,50 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Bright White,,,4,Gas,13.0L/100km,9.4L/100km,71420
19861,2023,Jeep,Grand,18 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Rocky Mountain Pearl,,,4,Gas,13.0L/100km,9.4L/100km,71425
19862,2023,Jeep,Grand,18 km,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Rocky Mountain Pearl,,,4,Gas,13.0L/100km,9.4L/100km,71425
19863,2022,Jeep,Wrangler,21146 km,SUV,3.6,8 Speed Automatic,4x4,Black,Black,5.0,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62885
19864,2023,Jeep,Grand,18 km,SUV,V6 Cylinder Engine,8 Speed Automatic,4x4,Baltic Grey Metallic,,,4,Gas,13.0L/100km,9.4L/100km,71475
19865,2023,Jeep,Wrangler,0 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Bright White,Black,,4,Electric,11.6L/100km,11.9L/100km,71525
19866,2023,Jeep,Wrangler,0 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Bright White,Black,,4,Electric,11.6L/100km,11.9L/100km,71525
19867,2023,Jeep,Wrangler,0 km,SUV,4 Cylinder Engine,8 Speed Automatic,4x4,Bright White,Black,,4,Electric,11.6L/100km,11.9L/100km,71525
19868,2023,Jeep,Grand,6147 km,SUV,V6 Cylinder Engine,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,,7.0,4,Gas,13.0L/100km,9.4L/100km,71613
19869,2023,Jeep,Gladiator,26 km,Truck,3.6L Pentastar VVT V6 w/ESS,,4x4,Silver Zynith,Black,,,Regular Unleaded,13.7L - 14.3L/100km,10.4L - 10.7L/100km,71615
19870,2023,Jeep,Wrangler,12 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Silver Zynith,Black,,,Regular Unleaded,,,71765
19871,2023,Jeep,Wrangler,0 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Bright White,Black,,,Regular Unleaded,,,71765
19872,2023,Jeep,Wrangler,0 km,,3.6L Pentastar VVT V6 w/eTorque,8 Speed Automatic,4x4,Earl,Black,,,Regular Unleaded,,,71765
19873,2022,Jeep,Wagoneer,7680 km,SUV,5.7L V8,,,Silver Zynith,,,,,,,91999
19874,2022,Jeep,Gladiator,9 km,Truck,V6 Cylinder Engine,Automatic,4WD,Bright White,,,,Gas,13.7L - 14.3L/100km,10.4L - 10.7L/100km,72185
19875,2023,Jeep,Wrangler,0 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,8 Speed Automatic,4x4,Black,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,72340
19876,2023,Jeep,Wrangler,500 km,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Sting-Grey,,5.0,4,Gas,,,72439
19877,2023,Jeep,Wrangler,7 km,SUV,2.0L DOHC I-4 DI Turbo PHEV,8 Speed Automatic,4x4,Bright White,Black,,,Premium Unleaded,11.6L/100km,11.9L/100km,72525
19878,2023,Jeep,Wrangler,13 km,SUV,Gas w/ eTorque V-6 3.6 L/220,Automatic,4x4,Black,Black,5.0,4,Gas,13.8L/100km,10.1L/100km,72720
