id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
2049,225,1006.0,28.9,26.1,24.6,24.9,82.0,81.0,6.5,240.0,9.1,1
2050,226,1000.3,28.7,26.0,24.7,23.3,86.0,83.0,0.1,210.0,20.2,1
2051,227,1012.5,27.8,25.9,24.5,23.8,89.0,81.0,2.2,80.0,19.8,1
2052,228,1012.0,28.1,25.9,24.5,23.3,78.0,83.0,2.5,80.0,19.4,1
2053,229,1013.0,30.9,29.7,28.0,25.0,78.0,84.0,1.5,220.0,23.4,1
2054,230,1009.9,29.1,26.7,25.4,25.4,89.0,85.0,3.3,200.0,22.0,1
2055,231,1003.8,29.1,28.7,27.7,24.5,93.0,84.0,1.6,230.0,27.1,1
2056,232,1011.1,33.0,30.1,27.5,24.2,70.0,39.0,9.5,10.0,28.3,0
2057,233,1005.3,31.0,27.2,26.2,24.9,82.0,86.0,1.6,80.0,28.7,1
2058,234,1011.2,28.3,26.4,25.5,24.8,82.0,79.0,2.4,60.0,13.7,1
2059,235,1008.2,28.4,26.8,24.7,24.3,92.0,88.0,0.3,110.0,15.9,1
2060,236,1013.0,29.4,26.5,24.8,22.3,76.0,84.0,4.8,20.0,5.9,1
2061,237,1011.4,29.1,26.8,24.9,22.1,75.0,46.0,8.3,140.0,9.1,1
2062,238,1006.7,31.9,29.2,26.2,25.4,81.0,84.0,2.0,230.0,33.5,1
2063,239,1011.4,31.9,28.7,26.8,24.5,81.0,69.0,5.5,70.0,29.3,1
2064,240,1014.4,30.5,27.2,26.0,25.2,88.0,83.0,3.6,230.0,20.0,1
2065,241,1011.1,31.0,28.1,26.8,24.9,78.0,60.0,8.4,140.0,12.0,1
2066,242,1008.4,28.9,26.9,25.4,25.4,89.0,88.0,1.1,230.0,39.7,1
2067,243,1008.8,32.0,29.1,27.4,25.4,86.0,84.0,1.5,220.0,35.3,1
2068,244,1011.1,28.6,26.8,25.4,23.9,84.0,78.0,3.0,230.0,9.8,1
2069,245,1008.2,32.8,29.4,26.6,25.9,84.0,88.0,0.8,210.0,28.9,1
2070,246,1010.4,31.0,28.0,26.5,23.3,85.0,58.0,6.0,80.0,14.5,0
2071,247,1006.7,30.8,28.1,26.9,25.9,87.0,53.0,11.1,200.0,37.0,0
2072,248,1013.0,30.2,28.1,26.2,24.1,80.0,70.0,6.2,210.0,14.8,0
2073,249,1011.5,30.5,27.4,25.5,23.8,76.0,53.0,10.1,50.0,28.6,1
2074,250,1008.1,32.1,28.1,26.7,24.8,79.0,78.0,7.7,230.0,39.3,1
2075,251,1013.3,30.9,28.3,26.6,21.2,75.0,32.0,10.0,220.0,25.0,0
2076,252,1010.3,29.4,27.9,26.6,23.1,79.0,81.0,3.4,40.0,8.9,1
2077,253,1008.9,32.3,29.1,26.2,25.4,87.0,88.0,2.8,230.0,11.9,1
2078,254,1006.7,32.8,29.6,25.5,20.9,75.0,38.0,10.1,220.0,12.8,0
2079,255,1008.1,31.7,28.1,26.8,24.9,81.0,88.0,0.4,40.0,13.6,1
2080,256,1007.3,31.2,28.0,26.2,25.0,86.0,83.0,0.9,230.0,52.8,1
2081,257,1008.9,32.7,29.0,27.0,25.8,74.0,61.0,9.8,220.0,44.7,1
2082,258,1012.7,28.4,26.9,24.3,23.1,81.0,85.0,0.6,70.0,30.4,1
2083,259,1006.8,30.9,27.6,25.4,26.0,97.0,88.0,0.5,130.0,30.0,1
2084,260,1005.7,27.9,26.1,25.9,24.5,94.0,87.0,2.2,20.0,35.8,1
2085,261,1008.4,31.1,28.3,26.0,25.4,86.0,83.0,8.1,270.0,34.0,1
2086,262,1013.1,30.1,26.0,24.4,24.8,81.0,56.0,2.4,80.0,21.9,1
2087,263,1007.6,28.2,25.5,23.9,21.6,68.0,39.0,8.2,230.0,8.7,0
2088,264,1013.5,28.6,25.8,22.4,24.7,79.0,84.0,6.7,190.0,8.3,0
2089,265,1015.5,30.2,27.7,24.5,20.9,76.0,68.0,7.7,70.0,8.3,0
2090,266,1018.9,31.0,28.7,26.6,24.8,85.0,53.0,4.5,220.0,14.7,0
2091,267,1008.8,27.5,25.4,24.9,23.2,92.0,95.0,0.0,40.0,25.1,1
2092,268,1013.7,29.2,25.3,23.1,20.7,77.0,19.0,9.5,20.0,10.3,0
2093,269,1015.4,31.8,28.0,26.4,24.7,79.0,72.0,7.8,210.0,20.2,0
2094,270,1016.8,31.2,28.7,27.0,23.1,77.0,47.0,8.5,70.0,25.0,1
2095,271,1012.4,27.0,24.8,22.3,21.9,85.0,85.0,2.7,70.0,39.7,1
2096,272,1015.6,29.6,25.5,23.3,20.9,75.0,47.0,10.5,80.0,9.0,1
2097,273,1013.3,30.3,26.8,24.5,19.3,70.0,50.0,10.0,20.0,8.0,1
2098,274,1018.9,27.2,25.6,24.4,23.2,83.0,84.0,1.2,60.0,16.0,1
2099,275,1014.5,24.8,22.4,20.4,20.7,95.0,85.0,0.0,60.0,38.0,1
2100,276,1011.8,23.6,21.1,19.6,19.6,72.0,53.0,9.6,65.0,21.6,1
2101,277,1017.1,26.9,25.5,24.3,23.1,93.0,77.0,0.3,70.0,28.3,1
2102,278,1010.9,27.6,24.5,22.4,19.0,74.0,61.0,7.6,20.0,14.7,1
2103,279,1014.9,26.2,24.5,24.0,21.4,78.0,82.0,2.3,80.0,37.5,1
2104,280,1016.8,26.9,24.3,23.8,22.1,81.0,83.0,0.9,40.0,21.3,1
2105,281,1014.5,24.2,22.0,21.8,21.8,83.0,84.0,1.9,40.0,25.9,1
2106,282,1017.0,27.9,25.8,24.3,21.1,83.0,65.0,1.0,10.0,11.2,1
2107,283,1015.4,28.9,25.4,23.4,19.6,75.0,51.0,7.7,40.0,22.8,0
2108,284,1019.1,26.4,23.1,21.0,19.1,79.0,69.0,4.6,60.0,19.4,1
2109,285,1019.9,26.9,24.0,23.2,19.9,83.0,69.0,5.7,70.0,9.1,1
2110,286,1019.1,25.4,23.1,22.1,16.3,82.0,59.0,1.0,40.0,29.6,0
2111,287,1017.1,29.6,25.8,24.5,19.3,79.0,46.0,7.7,70.0,20.5,1
2112,288,1013.8,28.2,25.8,23.4,21.4,70.0,53.0,9.3,70.0,33.5,0
2113,289,1013.9,29.1,25.2,23.0,22.4,81.0,70.0,2.4,60.0,32.4,1
2114,290,1013.0,29.8,26.8,24.5,21.1,78.0,49.0,9.7,80.0,24.4,0
2115,291,1012.3,29.1,26.8,24.0,23.4,83.0,74.0,5.7,50.0,20.5,1
2116,292,1018.4,26.9,24.7,22.6,21.4,82.0,86.0,1.2,80.0,21.6,1
2117,293,1019.6,25.9,23.3,21.0,22.3,79.0,85.0,2.9,80.0,24.9,1
2118,294,1012.4,27.7,25.8,24.4,22.1,82.0,87.0,1.1,70.0,40.8,1
2119,295,1016.5,26.2,23.9,22.3,19.3,79.0,74.0,7.4,40.0,10.7,1
2120,296,1019.5,24.8,22.6,20.3,17.8,78.0,84.0,0.0,20.0,22.1,1
2121,297,1019.1,24.9,23.8,20.6,18.5,87.0,79.0,7.7,60.0,25.1,1
2122,298,1017.8,26.9,24.9,22.7,21.1,91.0,79.0,0.7,70.0,12.5,1
2123,299,1017.4,26.5,24.8,23.8,22.5,87.0,77.0,4.6,90.0,44.7,1
2124,300,1017.7,28.2,25.2,23.1,22.9,87.0,81.0,3.4,40.0,14.8,1
2125,301,1014.9,26.1,24.4,23.1,23.2,89.0,88.0,3.5,80.0,29.6,1
2126,302,1019.1,29.4,25.8,23.3,18.5,90.0,80.0,2.6,50.0,10.2,1
2127,303,1016.4,26.3,23.7,21.0,22.3,81.0,84.0,0.6,80.0,8.0,1
2128,304,1017.2,25.6,23.5,21.0,19.9,88.0,75.0,5.4,40.0,28.8,1
2129,305,1018.8,26.4,24.7,23.3,21.3,85.0,82.0,1.5,70.0,19.7,1
2130,306,1017.0,27.8,25.6,24.5,23.2,87.0,84.0,1.2,60.0,11.7,1
2131,307,1016.2,26.5,24.8,24.4,22.4,84.0,87.0,1.2,80.0,37.5,1
2132,308,1014.3,27.8,26.4,25.5,21.4,81.0,88.0,1.2,80.0,26.4,1
2133,309,1015.4,26.8,23.3,22.4,18.4,82.0,82.0,1.2,70.0,37.9,1
2134,310,1017.6,22.3,20.0,18.3,18.0,77.0,87.0,0.2,60.0,14.0,1
2135,311,1014.3,22.3,21.1,19.1,19.9,91.0,79.0,3.6,40.0,20.0,1
2136,312,1020.8,21.1,18.7,15.9,13.9,75.0,46.0,3.3,40.0,15.8,0
2137,313,1014.8,21.3,20.4,18.0,18.4,86.0,84.0,0.2,80.0,26.5,1
2138,314,1017.7,22.4,21.0,19.1,19.4,85.0,77.0,0.6,70.0,31.2,1
2139,315,1015.7,23.2,20.6,19.6,18.1,91.0,85.0,0.0,40.0,20.0,1
2140,316,1021.8,25.1,22.6,18.2,17.8,68.0,34.0,9.1,60.0,15.3,0
2141,317,1016.8,25.3,22.5,20.0,19.9,81.0,90.0,2.0,50.0,12.5,1
2142,318,1014.6,23.2,22.2,20.7,17.3,90.0,89.0,0.1,50.0,37.5,1
2143,319,1015.2,22.3,20.4,19.9,19.1,90.0,90.0,0.0,70.0,21.6,1
2144,320,1021.5,21.1,17.7,15.6,11.2,77.0,89.0,0.3,40.0,14.1,1
2145,321,1022.8,22.6,18.5,17.2,13.3,75.0,88.0,0.3,80.0,28.0,1
2146,322,1019.4,20.4,18.5,17.0,14.2,85.0,88.0,1.9,60.0,19.8,1
2147,323,1018.2,22.9,20.8,19.6,19.6,94.0,84.0,0.0,40.0,20.3,1
2148,324,1017.0,21.9,20.4,19.3,18.6,95.0,83.0,0.0,50.0,24.8,1
2149,325,1019.1,19.6,17.6,17.1,16.1,92.0,84.0,0.0,70.0,33.4,1
2150,326,1020.8,21.2,19.9,17.1,15.6,77.0,88.0,0.2,50.0,15.5,1
2151,327,1016.8,19.9,18.2,17.2,16.8,85.0,93.0,0.0,70.0,26.4,1
2152,328,1016.8,25.1,21.6,19.4,18.6,78.0,84.0,0.1,40.0,17.2,1
2153,329,1016.6,24.1,22.4,20.5,17.3,78.0,61.0,7.7,20.0,29.8,1
2154,330,1022.3,18.4,16.8,15.0,12.1,78.0,78.0,3.3,50.0,25.9,1
2155,331,1020.4,17.4,15.2,14.0,-0.3,45.0,17.0,8.5,50.0,15.4,0
2156,332,1022.4,19.2,16.7,13.7,3.5,70.0,47.0,9.1,20.0,35.6,0
2157,333,1020.3,17.3,13.7,11.3,10.1,84.0,88.0,3.7,20.0,12.4,1
2158,334,1024.4,17.6,16.1,15.2,8.9,64.0,81.0,0.0,60.0,48.0,1
2159,335,1020.6,16.2,15.3,14.9,12.1,79.0,86.0,0.9,20.0,22.5,1
2160,336,1020.3,20.2,16.8,14.5,11.9,72.0,88.0,0.0,40.0,27.3,1
2161,337,1022.4,16.2,15.2,12.7,9.2,78.0,88.0,0.0,50.0,35.8,1
2162,338,1022.8,17.5,15.5,14.2,10.0,78.0,78.0,3.5,20.0,25.0,0
2163,339,1021.3,16.5,15.6,14.0,12.8,85.0,83.0,0.0,40.0,24.3,1
2164,340,1017.7,17.3,16.6,15.4,13.5,84.0,93.0,0.0,70.0,43.8,1
2165,341,1019.8,16.5,15.2,13.8,11.2,76.0,93.0,0.1,20.0,39.5,1
2166,342,1019.4,17.1,15.0,14.8,12.5,75.0,88.0,0.2,50.0,20.4,1
2167,343,1021.8,19.7,17.7,15.2,9.8,62.0,89.0,0.6,50.0,37.9,1
2168,344,1025.4,17.5,16.5,15.3,6.6,64.0,85.0,0.1,20.0,27.0,1
2169,345,1016.3,16.3,16.5,15.8,16.6,91.0,83.0,0.3,50.0,29.8,0
2170,346,1024.1,19.3,18.3,17.3,18.8,77.0,84.0,8.3,80.0,31.8,1
2171,347,1018.4,21.4,20.9,20.3,19.9,91.0,84.0,0.0,50.0,23.7,1
2172,348,1016.8,21.9,20.0,19.7,18.8,90.0,88.0,0.0,70.0,34.8,1
2173,349,1022.2,17.5,16.5,15.9,13.3,77.0,88.0,0.0,50.0,24.2,1
2174,350,1020.8,20.1,16.8,14.8,8.8,70.0,78.0,6.6,50.0,14.7,0
2175,351,1017.0,20.9,18.8,17.8,15.0,79.0,83.0,1.6,50.0,20.0,0
2176,352,1020.0,21.1,18.1,17.0,14.3,78.0,88.0,0.0,70.0,33.2,1
2177,353,1017.6,19.9,18.8,17.6,16.7,86.0,82.0,0.0,70.0,18.6,0
2178,354,1016.4,22.9,20.5,19.7,17.3,79.0,81.0,2.0,50.0,25.9,1
2179,355,1021.2,20.9,18.9,17.2,16.6,79.0,88.0,0.1,50.0,26.7,1
2180,356,1017.1,22.3,20.8,19.1,18.9,76.0,78.0,1.5,40.0,14.2,1
2181,357,1021.8,22.9,20.8,19.2,15.5,76.0,49.0,9.3,50.0,35.6,0
2182,358,1022.6,18.5,16.8,15.8,12.1,80.0,88.0,1.3,30.0,24.4,1
2183,359,1016.9,18.4,16.4,15.3,13.6,79.0,84.0,2.4,40.0,38.0,1
2184,360,1015.8,20.9,18.8,17.6,17.7,78.0,88.0,0.0,20.0,30.6,1
2185,361,1014.6,23.2,20.6,19.1,19.9,97.0,88.0,0.1,40.0,22.1,1
2186,362,1012.4,17.2,17.3,16.3,15.3,91.0,88.0,0.0,50.0,35.3,1
2187,363,1013.3,19.0,16.3,14.3,12.6,79.0,79.0,5.0,40.0,32.9,1
2188,364,1022.3,16.4,15.2,13.8,14.7,92.0,93.0,0.1,40.0,18.0,1
2189,365,1013.8,21.2,19.1,18.0,18.0,89.0,88.0,1.0,70.0,48.0,1
